Category,Brand,Model,Product Name,SKU Variation,Product Link,Description,Specification
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-WT-1-8/1260,12 in. x 60 in. x 1/8 in. Thick Aluminum Composite ACM White Sheet,White~~12in x 60 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-60-in-x-1-8-in-Thick-Aluminum-Composite-ACM-White-Sheet-Falken-Design-ACM-WT-1-8-1260/308670319,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670319 Model # Falken Design ACM-WT-1-8/1260 Store SKU # 1006330491 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: White
  - Hardware Color Family: White
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 3.9 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 60 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 60 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-WT-1-8/3660,36 in. x 60 in. x 1/8 in. Thick Aluminum Composite ACM White Sheet,White~~36in x 60 in~~0.125,https://www.homedepot.com/p/Falken-Design-36-in-x-60-in-x-1-8-in-Thick-Aluminum-Composite-ACM-White-Sheet-Falken-Design-ACM-WT-1-8-3660/308670295,"About This Product
Falken Design Aluminium Composite panels feature two thin sheets of Aluminium enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are POP Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Made of aluminum composite panels for durability
- Resistant to weather, stains and breakage
- Ideal choice for POP displays
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670295 Model # Falken Design ACM-WT-1-8/3660 Store SKU # 1006330461 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: White
  - Hardware Color Family: White
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 444.6 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 36 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 60 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 60 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-WT-1-8/3636,36 in. x 36 in. x 1/8 in. Thick Aluminum Composite ACM White Sheet,White~~36in x 36 in~~0.125,https://www.homedepot.com/p/Falken-Design-36-in-x-36-in-x-1-8-in-Thick-Aluminum-Composite-ACM-White-Sheet-Falken-Design-ACM-WT-1-8-3636/308670293,"About This Product
Falken Design Aluminium Composite panels feature two thin sheets of Aluminium enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are POP Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670293 Model # Falken Design ACM-WT-1-8/3636 Store SKU # 1006330454 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: White
  - Hardware Color Family: White
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 301.86 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 36 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 36 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/1224,12 in. x 24 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~12in x 24 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-24-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-1224/308670313,"About This Product
Falken Design Aluminum Composite panels feature 2-thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are POP Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are 1-half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670313 Model # Falken Design ACM-BR-S-1-8/1224 Store SKU # 1006330486 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Chrome
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 70.2 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: No

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 24 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 24 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/1260,12 in. x 60 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~12in x 60 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-60-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-1260/308670318,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670318 Model # Falken Design ACM-BR-S-1-8/1260 Store SKU # 1006330490 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 3.9 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 60 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 60 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/1248,12 in. x 48 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~12in x 48 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-48-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-1248/308670316,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670316 Model # Falken Design ACM-BR-S-1-8/1248 Store SKU # 1006330488 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 3.12 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 48 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-WT-1-8/2436,24 in. x 36 in. x 1/8 in. Thick Aluminum Composite ACM White Sheet,White~~24in x 36 in~~0.125,https://www.homedepot.com/p/Falken-Design-24-in-x-36-in-x-1-8-in-Thick-Aluminum-Composite-ACM-White-Sheet-Falken-Design-ACM-WT-1-8-2436/308670317,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670317 Model # Falken Design ACM-WT-1-8/2436 Store SKU # 1006330489 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: White
  - Hardware Color Family: White
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 4.68 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 24 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 36 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/2460,24 in. x 60 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~24in x 60 in~~0.125,https://www.homedepot.com/p/Falken-Design-24-in-x-60-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-2460/308670336,"About This Product
Falken Design Aluminum Composite panels feature 2-thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are 1-half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670336 Model # Falken Design ACM-BR-S-1-8/2460 Store SKU # 1004115302 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 280.8 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 24 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 60 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 60 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/3636,36 in. x 36 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~36in x 36 in~~0.125,https://www.homedepot.com/p/Falken-Design-36-in-x-36-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-3636/308670338,"About This Product
Falken Design Aluminum Composite panels feature 2-thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are 1-half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670338 Model # Falken Design ACM-BR-S-1-8/3636 Store SKU # 1004115304 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 56.16 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 36 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 36 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/2472,24 in. x 72 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~24in x 72 in~~0.125,https://www.homedepot.com/p/Falken-Design-24-in-x-72-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-2472/308670337,"About This Product
Falken Design Aluminum Composite panels feature 2-thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are 1-half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670337 Model # Falken Design ACM-BR-S-1-8/2472 Store SKU # 1004115303 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 93.6 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 24 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 72 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 72 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/1272,12 in. x 72 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~12in x 72 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-72-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-1272/308670310,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels are unbreakable and weather resistant
- Flat surface is great for printing high quality graphics or text.
- Ideal fabrications include mounting, digital prints & more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670310 Model # Falken Design ACM-BR-S-1-8/1272 Store SKU # 1006330482 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 4.68 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 72 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 72 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BK-1-8/3672,36 in. x 72 in. x 1/8 in. Thick Aluminum Composite ACM Black Sheet,Black~~36in x 72 in~~0.125,https://www.homedepot.com/p/Falken-Design-36-in-x-72-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Black-Sheet-Falken-Design-ACM-BK-1-8-3672/308670322,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Flat surface for printing high-quality graphics or text
- Break-, stain-, and weather-resistant for long-term use
- Ideal for digital printing, screen printing, painting, and more
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670322 Model # Falken Design ACM-BK-1-8/3672 Store SKU # 1006330495 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Black
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 14.04 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 36 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 72 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 72 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BR-S-1-8/2424,24 in. x 24 in. x 1/8 in. Thick Aluminum Composite ACM Brushed Silver Sheet,Silver Metallic~~24in x 24 in~~0.125,https://www.homedepot.com/p/Falken-Design-24-in-x-24-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Brushed-Silver-Sheet-Falken-Design-ACM-BR-S-1-8-2424/308670311,"About This Product
Falken Design Aluminum Composite panels feature two thin sheets of Aluminum enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are Pop Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Aluminum composite panels resist weather, corrosion, and rust
- Ideal for printing high quality graphics or text
- Silver finish adds a modern touch to your space
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670311 Model # Falken Design ACM-BR-S-1-8/2424 Store SKU # 1006330483 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 3.12 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 24 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 24 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 24 in
"
Hardware / Metal Stock / Sheet Metal,Falken Design,Falken Design ACM-BK-1-8/1224,12 in. x 24 in. x 1/8 in. Thick Aluminum Composite ACM Black Sheet,Black~~12in x 24 in~~0.125,https://www.homedepot.com/p/Falken-Design-12-in-x-24-in-x-1-8-in-Thick-Aluminum-Composite-ACM-Black-Sheet-Falken-Design-ACM-BK-1-8-1224/308670291,"About This Product
Falken Design Aluminium Composite panels feature two thin sheets of Aluminium enclosing a Polyethylene core. They are lightweight but strong and the extremely flat surface is great for printing high quality graphics or text. Applications are POP Displays (Long-term), Framing, Signage and more. Recommended fabrications are mounting (cold), digital printing, screen printing, painting, saw cutting, routing, die cut/punch.
Highlights:
- Made of aluminum composite panels for durability
- Resistant to weather, stains and breakage
- Ideal choice for POP displays
Aluminum composite panels (comparable to Dibond) provide excellent durability in outdoor applications Unbreakable, stain resistant and weather resistant Very rigid, durable and strong material although it is very light in weight Aluminum composite panels are one half the weight of aluminum Very economical cladding material as compared to other options available in the market Both sides with protective masking
Product Information
Internet # 308670291 Model # Falken Design ACM-BK-1-8/1224 Store SKU # 1006330441 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Black
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: No
  - Product Weight (lb.): 35.88 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: no

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 0.125 in
  - Product Length (in.): 24 in
  - Product Thickness (in.): 0.125
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 24 in
"
